question_type;scene_number;seed;question;answer;question_object_ids;container_id
counting;18;15995940;There are between 0 and 3 apples in the room. How many are there?;3;[9];36;
counting;18;187616961;There are between 0 and 3 plates in the room. How many are there?;0;[4];36;
counting;18;66372120;How many plates are there in the room?;1;[4];36;
counting;18;614618364;Please tell me how many plates there are somewhere in the room?;2;[4];36;
counting;18;39530893;How many plates are there in the room?;3;[4];36;
counting;18;397320404;Count the number of forks in this room.;0;[3];36;
counting;18;556512277;Please tell me how many forks are around here?;1;[3];36;
counting;18;39396623;Count the number of forks in this room.;2;[3];36;
counting;18;674071472;There are between 0 and 3 forks in the room. How many are there?;3;[3];36;
counting;19;955955374;There are between 0 and 3 mugs in the room. How many are there?;0;[13];36;
counting;19;28049456;Count the number of mugs in this room.;1;[13];36;
counting;19;491877921;There are between 0 and 3 mugs in the room. How many are there?;2;[13];36;
counting;19;142996901;How many mugs are there in the room?;3;[13];36;
counting;19;499904920;Count the number of forks in this room.;0;[3];36;
counting;19;820399042;There are between 0 and 3 forks in the room. How many are there?;1;[3];36;
counting;19;173187161;How many forks are there in the room?;2;[3];36;
counting;19;994741419;How many forks are there in the room?;3;[3];36;
counting;19;798789757;Please tell me how many apples there are somewhere in the room?;0;[9];36;
counting;19;982547396;How many apples are there in the room?;1;[9];36;
counting;19;842856627;Please tell me how many apples are around here?;2;[9];36;
counting;19;191763788;There are between 0 and 3 apples in the room. How many are there?;3;[9];36;
counting;19;97733046;Please tell me how many mugs are around here?;0;[13];36;
counting;19;295683434;Please tell me how many mugs are around here?;1;[13];36;
counting;19;432561187;Please tell me how many mugs are around here?;2;[13];36;
counting;19;650581555;How many mugs are there in the room?;3;[13];36;
counting;19;209394267;How many potatoes are there in the room?;0;[2];36;
counting;19;795721373;There are between 0 and 3 potatoes in the room. How many are there?;1;[2];36;
counting;19;114264199;There are between 0 and 3 potatoes in the room. How many are there?;2;[2];36;
counting;19;23121128;Please tell me how many potatoes are around here?;3;[2];36;
counting;19;632866606;There are between 0 and 3 loaves of bread in the room. How many are there?;0;[12];36;
counting;19;285921472;Please tell me how many loaves of bread are around here?;1;[12];36;
counting;19;324169574;Please tell me how many loaves of bread there are somewhere in the room?;2;[12];36;
counting;19;205458687;There are between 0 and 3 loaves of bread in the room. How many are there?;3;[12];36;
counting;20;326782969;Count the number of mugs in this room.;0;[13];36;
counting;20;395066195;There are between 0 and 3 mugs in the room. How many are there?;1;[13];36;
counting;20;257157643;There are between 0 and 3 mugs in the room. How many are there?;2;[13];36;
counting;20;887037078;There are between 0 and 3 mugs in the room. How many are there?;3;[13];36;
counting;20;251638938;There are between 0 and 3 eggs in the room. How many are there?;0;[5];36;
counting;20;636421440;There are between 0 and 3 eggs in the room. How many are there?;1;[5];36;
counting;20;308301143;How many eggs are there in the room?;2;[5];36;
counting;20;910224097;There are between 0 and 3 eggs in the room. How many are there?;3;[5];36;
counting;20;329056458;How many bowls are there in the room?;0;[7];36;
counting;20;331223083;Please tell me how many bowls are around here?;1;[7];36;
counting;20;557708750;How many bowls are there in the room?;2;[7];36;
counting;20;373712083;Count the number of bowls in this room.;3;[7];36;
counting;20;815123840;There are between 0 and 3 tomatoes in the room. How many are there?;0;[6];36;
counting;20;226046516;There are between 0 and 3 tomatoes in the room. How many are there?;1;[6];36;
counting;20;326803204;Count the number of tomatoes in this room.;2;[6];36;
counting;20;224294170;Count the number of tomatoes in this room.;3;[6];36;
counting;20;940986293;Count the number of eggs in this room.;0;[5];36;
counting;20;160760886;How many eggs are there in the room?;1;[5];36;
counting;20;600757526;Please tell me how many eggs there are somewhere in the room?;2;[5];36;
counting;20;209007809;How many eggs are there in the room?;3;[5];36;
counting;18;827522216;How many eggs are there in the room?;0;[5];36;
counting;18;755439350;Please tell me how many eggs are around here?;1;[5];36;
counting;18;341574150;There are between 0 and 3 eggs in the room. How many are there?;2;[5];36;
counting;18;396679014;Please tell me how many eggs there are somewhere in the room?;3;[5];36;
counting;19;80165778;Please tell me how many heads of lettuce there are somewhere in the room?;0;[8];36;
counting;19;388332242;Please tell me how many heads of lettuce are around here?;1;[8];36;
counting;19;637677968;How many heads of lettuce are there in the room?;2;[8];36;
counting;19;271721457;How many heads of lettuce are there in the room?;3;[8];36;
counting;19;843393024;There are between 0 and 3 heads of lettuce in the room. How many are there?;0;[8];36;
counting;19;83412834;Please tell me how many heads of lettuce there are somewhere in the room?;1;[8];36;
counting;19;388203973;Count the number of heads of lettuce in this room.;2;[8];36;
counting;19;747827757;Please tell me how many heads of lettuce are around here?;3;[8];36;
counting;20;530956185;Please tell me how many bowls are around here?;0;[7];36;
counting;20;618290910;Please tell me how many bowls there are somewhere in the room?;1;[7];36;
counting;20;623456701;Please tell me how many bowls are around here?;2;[7];36;
counting;20;712764209;Count the number of bowls in this room.;3;[7];36;
counting;20;980202397;Please tell me how many spoons are around here?;0;[1];36;
counting;20;19898342;Count the number of spoons in this room.;1;[1];36;
counting;20;843226787;There are between 0 and 3 spoons in the room. How many are there?;2;[1];36;
counting;20;532241668;Please tell me how many spoons there are somewhere in the room?;3;[1];36;
counting;20;181273928;Count the number of loaves of bread in this room.;0;[12];36;
counting;20;432697102;Please tell me how many loaves of bread there are somewhere in the room?;1;[12];36;
counting;20;115959504;Please tell me how many loaves of bread there are somewhere in the room?;2;[12];36;
counting;20;771123775;Please tell me how many loaves of bread there are somewhere in the room?;3;[12];36;
counting;22;343537464;Count the number of spoons in this room.;0;[1];36;
counting;22;679287221;Count the number of spoons in this room.;1;[1];36;
counting;22;756544881;How many spoons are there in the room?;2;[1];36;
counting;22;472845315;Please tell me how many spoons there are somewhere in the room?;3;[1];36;
counting;22;366961769;Please tell me how many potatoes there are somewhere in the room?;0;[2];36;
counting;22;14159943;Please tell me how many potatoes are around here?;1;[2];36;
counting;22;907030770;Please tell me how many potatoes are around here?;2;[2];36;
counting;22;868679175;Count the number of potatoes in this room.;3;[2];36;
counting;8;395589082;Please tell me how many bowls are around here?;0;[7];36;
counting;8;165225294;Please tell me how many bowls there are somewhere in the room?;1;[7];36;
counting;8;123364466;Please tell me how many bowls there are somewhere in the room?;2;[7];36;
counting;8;481211338;How many bowls are there in the room?;3;[7];36;
counting;8;446754229;How many potatoes are there in the room?;0;[2];36;
counting;8;990810698;Please tell me how many potatoes are around here?;1;[2];36;
counting;8;590634881;Count the number of potatoes in this room.;2;[2];36;
counting;8;59207616;Please tell me how many potatoes there are somewhere in the room?;3;[2];36;
counting;8;774289371;Please tell me how many spoons are around here?;0;[1];36;
counting;8;20160459;Please tell me how many spoons are around here?;1;[1];36;
counting;8;813866620;How many spoons are there in the room?;2;[1];36;
counting;8;585587657;Please tell me how many spoons there are somewhere in the room?;3;[1];36;
counting;9;41792292;Please tell me how many heads of lettuce are around here?;0;[8];36;
counting;9;898821354;How many heads of lettuce are there in the room?;1;[8];36;
counting;9;939754610;Please tell me how many heads of lettuce there are somewhere in the room?;2;[8];36;
counting;9;662896626;Please tell me how many heads of lettuce are around here?;3;[8];36;
counting;9;23415092;Please tell me how many heads of lettuce there are somewhere in the room?;0;[8];36;
counting;9;965553204;Please tell me how many heads of lettuce there are somewhere in the room?;1;[8];36;
counting;9;676317434;How many heads of lettuce are there in the room?;2;[8];36;
counting;9;664589170;Please tell me how many heads of lettuce there are somewhere in the room?;3;[8];36;
counting;9;149005669;There are between 0 and 3 eggs in the room. How many are there?;0;[5];36;
counting;9;244806849;Count the number of eggs in this room.;1;[5];36;
counting;9;544957545;There are between 0 and 3 eggs in the room. How many are there?;2;[5];36;
counting;9;53509760;Please tell me how many eggs are around here?;3;[5];36;
counting;9;433775200;Please tell me how many bowls there are somewhere in the room?;0;[7];36;
counting;9;192230178;There are between 0 and 3 bowls in the room. How many are there?;1;[7];36;
counting;9;742090349;There are between 0 and 3 bowls in the room. How many are there?;2;[7];36;
counting;9;136437834;Please tell me how many bowls there are somewhere in the room?;3;[7];36;
counting;10;728596506;How many eggs are there in the room?;0;[5];36;
counting;10;835052400;How many eggs are there in the room?;1;[5];36;
counting;10;900888419;Count the number of eggs in this room.;2;[5];36;
counting;10;229152222;There are between 0 and 3 eggs in the room. How many are there?;3;[5];36;
counting;10;592676328;There are between 0 and 3 heads of lettuce in the room. How many are there?;0;[8];36;
counting;10;723813021;There are between 0 and 3 heads of lettuce in the room. How many are there?;1;[8];36;
counting;10;417706492;Please tell me how many heads of lettuce there are somewhere in the room?;2;[8];36;
counting;10;110140660;Please tell me how many heads of lettuce there are somewhere in the room?;3;[8];36;
counting;10;884030769;Count the number of apples in this room.;0;[9];36;
counting;10;998875356;Please tell me how many apples there are somewhere in the room?;1;[9];36;
counting;10;923852170;How many apples are there in the room?;2;[9];36;
counting;10;163891757;Count the number of apples in this room.;3;[9];36;
counting;11;533700726;Please tell me how many forks are around here?;0;[3];36;
counting;11;733826671;Please tell me how many forks there are somewhere in the room?;1;[3];36;
counting;11;55959099;Count the number of forks in this room.;2;[3];36;
counting;11;879770129;There are between 0 and 3 forks in the room. How many are there?;3;[3];36;
counting;11;565002724;Please tell me how many bowls there are somewhere in the room?;0;[7];36;
counting;11;560194329;Please tell me how many bowls are around here?;1;[7];36;
counting;11;481129260;There are between 0 and 3 bowls in the room. How many are there?;2;[7];36;
counting;11;787565248;There are between 0 and 3 bowls in the room. How many are there?;3;[7];36;
counting;11;909666202;Count the number of tomatoes in this room.;0;[6];36;
counting;11;828690243;Count the number of tomatoes in this room.;1;[6];36;
counting;11;138803173;How many tomatoes are there in the room?;2;[6];36;
counting;11;409329819;Count the number of tomatoes in this room.;3;[6];36;
counting;13;378429099;Please tell me how many apples are around here?;0;[9];36;
counting;13;263559351;Count the number of apples in this room.;1;[9];36;
counting;13;119733391;Count the number of apples in this room.;2;[9];36;
counting;13;593194898;How many apples are there in the room?;3;[9];36;
counting;13;216586450;How many potatoes are there in the room?;0;[2];36;
counting;13;447677903;Please tell me how many potatoes there are somewhere in the room?;1;[2];36;
counting;13;893455779;There are between 0 and 3 potatoes in the room. How many are there?;2;[2];36;
counting;13;356071875;How many potatoes are there in the room?;3;[2];36;
counting;14;385582827;Count the number of eggs in this room.;0;[5];36;
counting;14;725114657;Please tell me how many eggs there are somewhere in the room?;1;[5];36;
counting;14;569757500;Count the number of eggs in this room.;2;[5];36;
counting;14;912675254;Count the number of eggs in this room.;3;[5];36;
counting;14;327806150;There are between 0 and 3 apples in the room. How many are there?;0;[9];36;
counting;14;225051369;There are between 0 and 3 apples in the room. How many are there?;1;[9];36;
counting;14;19429202;There are between 0 and 3 apples in the room. How many are there?;2;[9];36;
counting;14;165001640;Please tell me how many apples are around here?;3;[9];36;
counting;23;851995971;How many knives are there in the room?;0;[10];36;
counting;23;277947645;There are between 0 and 3 knives in the room. How many are there?;1;[10];36;
counting;23;325167958;Please tell me how many knives are around here?;2;[10];36;
counting;23;224979646;Please tell me how many knives there are somewhere in the room?;3;[10];36;
counting;23;528001118;How many spoons are there in the room?;0;[1];36;
counting;23;360083838;Count the number of spoons in this room.;1;[1];36;
counting;23;3797278;Please tell me how many spoons there are somewhere in the room?;2;[1];36;
counting;23;664513646;There are between 0 and 3 spoons in the room. How many are there?;3;[1];36;
counting;24;561245049;Please tell me how many potatoes are around here?;0;[2];36;
counting;24;449181836;Please tell me how many potatoes are around here?;1;[2];36;
counting;24;167973334;Please tell me how many potatoes there are somewhere in the room?;2;[2];36;
counting;24;547424812;How many potatoes are there in the room?;3;[2];36;
counting;24;479143200;There are between 0 and 3 plates in the room. How many are there?;0;[4];36;
counting;24;115766212;Please tell me how many plates are around here?;1;[4];36;
counting;24;801480285;Count the number of plates in this room.;2;[4];36;
counting;24;318368138;There are between 0 and 3 plates in the room. How many are there?;3;[4];36;
counting;24;702679754;Please tell me how many knives there are somewhere in the room?;0;[10];36;
counting;24;234344875;Please tell me how many knives are around here?;1;[10];36;
counting;24;585689195;How many knives are there in the room?;2;[10];36;
counting;24;953680755;Please tell me how many knives there are somewhere in the room?;3;[10];36;
counting;25;704084351;How many tomatoes are there in the room?;0;[6];36;
counting;25;994037364;Count the number of tomatoes in this room.;1;[6];36;
counting;25;273852337;Please tell me how many tomatoes are around here?;2;[6];36;
counting;25;771630353;How many tomatoes are there in the room?;3;[6];36;
counting;14;914475454;Count the number of mugs in this room.;0;[13];36;
counting;14;994688912;How many mugs are there in the room?;1;[13];36;
counting;14;271443038;Please tell me how many mugs there are somewhere in the room?;2;[13];36;
counting;14;893495633;Please tell me how many mugs are around here?;3;[13];36;
counting;14;854207770;How many eggs are there in the room?;0;[5];36;
counting;14;960334861;How many eggs are there in the room?;1;[5];36;
counting;14;208906004;There are between 0 and 3 eggs in the room. How many are there?;2;[5];36;
counting;14;297688209;How many eggs are there in the room?;3;[5];36;
counting;14;833519198;Please tell me how many loaves of bread are around here?;0;[12];36;
counting;14;791814183;How many loaves of bread are there in the room?;1;[12];36;
counting;14;280598802;Please tell me how many loaves of bread are around here?;2;[12];36;
counting;14;396282964;Count the number of loaves of bread in this room.;3;[12];36;
counting;16;948693743;Please tell me how many mugs there are somewhere in the room?;0;[13];36;
counting;16;188728335;Please tell me how many mugs there are somewhere in the room?;1;[13];36;
counting;16;830900104;Please tell me how many mugs are around here?;2;[13];36;
counting;16;158664364;Count the number of mugs in this room.;3;[13];36;
counting;16;75656883;Count the number of spoons in this room.;0;[1];36;
counting;16;440305907;There are between 0 and 3 spoons in the room. How many are there?;1;[1];36;
counting;16;375620791;How many spoons are there in the room?;2;[1];36;
counting;16;312704387;There are between 0 and 3 spoons in the room. How many are there?;3;[1];36;
counting;17;714217268;There are between 0 and 3 apples in the room. How many are there?;0;[9];36;
counting;17;636506846;How many apples are there in the room?;1;[9];36;
counting;17;944791715;There are between 0 and 3 apples in the room. How many are there?;2;[9];36;
counting;17;840691923;There are between 0 and 3 apples in the room. How many are there?;3;[9];36;
counting;17;530064107;How many forks are there in the room?;0;[3];36;
counting;17;122616691;Please tell me how many forks are around here?;1;[3];36;
counting;17;45961540;Count the number of forks in this room.;2;[3];36;
counting;17;123582303;Please tell me how many forks there are somewhere in the room?;3;[3];36;
counting;18;259613008;Please tell me how many mugs there are somewhere in the room?;0;[13];36;
counting;18;27799197;There are between 0 and 3 mugs in the room. How many are there?;1;[13];36;
counting;18;796985437;There are between 0 and 3 mugs in the room. How many are there?;2;[13];36;
counting;18;945660676;Please tell me how many mugs are around here?;3;[13];36;
counting;18;939243009;There are between 0 and 3 mugs in the room. How many are there?;0;[13];36;
counting;18;42337714;Please tell me how many mugs there are somewhere in the room?;1;[13];36;
counting;18;713921663;Please tell me how many mugs there are somewhere in the room?;2;[13];36;
counting;18;288130903;Please tell me how many mugs there are somewhere in the room?;3;[13];36;
counting;19;846594401;Count the number of mugs in this room.;0;[13];36;
counting;19;470493860;There are between 0 and 3 mugs in the room. How many are there?;1;[13];36;
counting;19;247739877;Please tell me how many mugs are around here?;2;[13];36;
counting;19;738030511;Please tell me how many mugs are around here?;3;[13];36;
counting;19;970676488;Please tell me how many heads of lettuce are around here?;0;[8];36;
counting;19;823304098;Please tell me how many heads of lettuce are around here?;1;[8];36;
counting;19;186534726;Count the number of heads of lettuce in this room.;2;[8];36;
counting;19;738971293;How many heads of lettuce are there in the room?;3;[8];36;
counting;19;584207454;How many mugs are there in the room?;0;[13];36;
counting;19;796574006;Please tell me how many mugs are around here?;1;[13];36;
counting;19;701109274;Please tell me how many mugs are around here?;2;[13];36;
counting;19;591804484;Count the number of mugs in this room.;3;[13];36;
counting;29;574662793;Count the number of apples in this room.;0;[9];36;
counting;29;484866542;There are between 0 and 3 apples in the room. How many are there?;1;[9];36;
counting;29;885469894;Please tell me how many apples there are somewhere in the room?;2;[9];36;
counting;29;550291630;Please tell me how many apples there are somewhere in the room?;3;[9];36;
counting;30;454104791;Please tell me how many loaves of bread there are somewhere in the room?;0;[12];36;
counting;30;556953881;Please tell me how many loaves of bread there are somewhere in the room?;1;[12];36;
counting;30;4684925;How many loaves of bread are there in the room?;2;[12];36;
counting;30;116402393;There are between 0 and 3 loaves of bread in the room. How many are there?;3;[12];36;
counting;30;491867590;How many apples are there in the room?;0;[9];36;
counting;30;273476172;Please tell me how many apples there are somewhere in the room?;1;[9];36;
counting;30;778009135;How many apples are there in the room?;2;[9];36;
counting;30;151705871;There are between 0 and 3 apples in the room. How many are there?;3;[9];36;
counting;30;755343634;There are between 0 and 3 heads of lettuce in the room. How many are there?;0;[8];36;
counting;30;989495954;Please tell me how many heads of lettuce there are somewhere in the room?;1;[8];36;
counting;30;706643179;Please tell me how many heads of lettuce there are somewhere in the room?;2;[8];36;
counting;30;52123961;Please tell me how many heads of lettuce are around here?;3;[8];36;
counting;8;900653561;Please tell me how many spoons there are somewhere in the room?;0;[1];36;
counting;8;851758225;Please tell me how many spoons are around here?;1;[1];36;
counting;8;889187483;Please tell me how many spoons there are somewhere in the room?;2;[1];36;
counting;8;711044732;There are between 0 and 3 spoons in the room. How many are there?;3;[1];36;
counting;8;478173273;Please tell me how many knives are around here?;0;[10];36;
counting;8;64674618;How many knives are there in the room?;1;[10];36;
counting;8;241444695;Count the number of knives in this room.;2;[10];36;
counting;8;35147296;How many knives are there in the room?;3;[10];36;
counting;8;738449053;Count the number of potatoes in this room.;0;[2];36;
counting;8;511074221;Please tell me how many potatoes are around here?;1;[2];36;
counting;8;222487941;Please tell me how many potatoes there are somewhere in the room?;2;[2];36;
counting;8;426980162;Please tell me how many potatoes are around here?;3;[2];36;
counting;9;453678957;Count the number of apples in this room.;0;[9];36;
counting;9;261870513;Please tell me how many apples are around here?;1;[9];36;
counting;9;639099144;Please tell me how many apples are around here?;2;[9];36;
counting;9;787303455;There are between 0 and 3 apples in the room. How many are there?;3;[9];36;
counting;9;815465791;Please tell me how many apples there are somewhere in the room?;0;[9];36;
counting;9;848749330;Please tell me how many apples there are somewhere in the room?;1;[9];36;
counting;9;33190583;Please tell me how many apples are around here?;2;[9];36;
counting;9;188341483;Please tell me how many apples are around here?;3;[9];36;
counting;19;545626428;Please tell me how many heads of lettuce there are somewhere in the room?;0;[8];36;
counting;19;792232905;Please tell me how many heads of lettuce are around here?;1;[8];36;
counting;19;401843184;Please tell me how many heads of lettuce there are somewhere in the room?;2;[8];36;
counting;19;856431346;Please tell me how many heads of lettuce there are somewhere in the room?;3;[8];36;
counting;19;799839811;Count the number of loaves of bread in this room.;0;[12];36;
counting;19;326921465;There are between 0 and 3 loaves of bread in the room. How many are there?;1;[12];36;
counting;19;223818027;Count the number of loaves of bread in this room.;2;[12];36;
counting;19;385476475;How many loaves of bread are there in the room?;3;[12];36;
counting;19;851513152;How many mugs are there in the room?;0;[13];36;
counting;19;275212182;There are between 0 and 3 mugs in the room. How many are there?;1;[13];36;
counting;19;197049244;How many mugs are there in the room?;2;[13];36;
counting;19;3380799;Count the number of mugs in this room.;3;[13];36;
counting;20;799682867;There are between 0 and 3 loaves of bread in the room. How many are there?;0;[12];36;
counting;20;15229522;There are between 0 and 3 loaves of bread in the room. How many are there?;1;[12];36;
counting;20;644554423;Please tell me how many loaves of bread there are somewhere in the room?;2;[12];36;
counting;20;569306137;Count the number of loaves of bread in this room.;3;[12];36;
counting;20;537770472;Count the number of eggs in this room.;0;[5];36;
counting;20;801664702;Please tell me how many eggs there are somewhere in the room?;1;[5];36;
counting;20;231652710;Please tell me how many eggs are around here?;2;[5];36;
counting;20;756990699;There are between 0 and 3 eggs in the room. How many are there?;3;[5];36;
counting;20;254637968;Count the number of mugs in this room.;0;[13];36;
counting;20;3773310;Please tell me how many mugs are around here?;1;[13];36;
counting;20;469375173;How many mugs are there in the room?;2;[13];36;
counting;20;521728871;Count the number of mugs in this room.;3;[13];36;
counting;20;991985794;Count the number of spoons in this room.;0;[1];36;
counting;20;540728151;Count the number of spoons in this room.;1;[1];36;
counting;20;601813269;How many spoons are there in the room?;2;[1];36;
counting;20;109127283;How many spoons are there in the room?;3;[1];36;
counting;22;283396073;How many eggs are there in the room?;0;[5];36;
counting;22;325302842;Please tell me how many eggs there are somewhere in the room?;1;[5];36;
counting;22;805837193;Count the number of eggs in this room.;2;[5];36;
counting;22;339387674;Please tell me how many eggs are around here?;3;[5];36;
counting;22;443507666;There are between 0 and 3 mugs in the room. How many are there?;0;[13];36;
counting;22;74347372;How many mugs are there in the room?;1;[13];36;
counting;22;877149793;Please tell me how many mugs there are somewhere in the room?;2;[13];36;
counting;22;705469002;There are between 0 and 3 mugs in the room. How many are there?;3;[13];36;
counting;23;586983914;How many tomatoes are there in the room?;0;[6];36;
counting;23;717255222;Count the number of tomatoes in this room.;1;[6];36;
counting;23;94991165;There are between 0 and 3 tomatoes in the room. How many are there?;2;[6];36;
counting;23;885917742;There are between 0 and 3 tomatoes in the room. How many are there?;3;[6];36;
counting;24;17121420;Please tell me how many forks are around here?;0;[3];36;
counting;24;123672186;There are between 0 and 3 forks in the room. How many are there?;1;[3];36;
counting;24;367648426;Please tell me how many forks are around here?;2;[3];36;
counting;24;313110806;There are between 0 and 3 forks in the room. How many are there?;3;[3];36;
counting;25;124783624;Please tell me how many mugs there are somewhere in the room?;0;[13];36;
counting;25;151070674;Please tell me how many mugs there are somewhere in the room?;1;[13];36;
counting;25;468070587;Please tell me how many mugs there are somewhere in the room?;2;[13];36;
counting;25;630483398;There are between 0 and 3 mugs in the room. How many are there?;3;[13];36;
counting;26;345762544;Count the number of bowls in this room.;0;[7];36;
counting;26;120865272;Count the number of bowls in this room.;1;[7];36;
counting;26;566383942;There are between 0 and 3 bowls in the room. How many are there?;2;[7];36;
counting;26;528742205;Please tell me how many bowls there are somewhere in the room?;3;[7];36;
counting;26;965862579;Please tell me how many apples there are somewhere in the room?;0;[9];36;
counting;26;514878160;Count the number of apples in this room.;1;[9];36;
counting;26;538055142;How many apples are there in the room?;2;[9];36;
counting;26;766079515;How many apples are there in the room?;3;[9];36;
counting;27;108478604;Please tell me how many knives are around here?;0;[10];36;
counting;27;771989404;How many knives are there in the room?;1;[10];36;
counting;27;208452525;Please tell me how many knives there are somewhere in the room?;2;[10];36;
counting;27;971836961;Count the number of knives in this room.;3;[10];36;
counting;29;293216251;Please tell me how many knives are around here?;0;[10];36;
counting;29;931798074;Please tell me how many knives are around here?;1;[10];36;
counting;29;731919376;There are between 0 and 3 knives in the room. How many are there?;2;[10];36;
counting;29;6892979;Please tell me how many knives there are somewhere in the room?;3;[10];36;
counting;30;466221950;There are between 0 and 3 plates in the room. How many are there?;0;[4];36;
counting;30;659768758;There are between 0 and 3 plates in the room. How many are there?;1;[4];36;
counting;30;537351382;Count the number of plates in this room.;2;[4];36;
counting;30;857819502;There are between 0 and 3 plates in the room. How many are there?;3;[4];36;
counting;30;359519095;Please tell me how many bowls there are somewhere in the room?;0;[7];36;
counting;30;950093781;How many bowls are there in the room?;1;[7];36;
counting;30;257642111;Please tell me how many bowls are around here?;2;[7];36;
counting;30;51978458;Please tell me how many bowls are around here?;3;[7];36;
counting;8;130475218;Count the number of tomatoes in this room.;0;[6];36;
counting;8;462433053;There are between 0 and 3 tomatoes in the room. How many are there?;1;[6];36;
counting;8;43524682;Please tell me how many tomatoes there are somewhere in the room?;2;[6];36;
counting;8;584714584;Count the number of tomatoes in this room.;3;[6];36;
counting;8;910821837;There are between 0 and 3 heads of lettuce in the room. How many are there?;0;[8];36;
counting;8;239250396;Please tell me how many heads of lettuce there are somewhere in the room?;1;[8];36;
counting;8;854128168;Please tell me how many heads of lettuce there are somewhere in the room?;2;[8];36;
counting;8;861077354;How many heads of lettuce are there in the room?;3;[8];36;
counting;8;374738693;How many knives are there in the room?;0;[10];36;
counting;8;760373494;How many knives are there in the room?;1;[10];36;
counting;8;349743907;Count the number of knives in this room.;2;[10];36;
counting;8;563659708;There are between 0 and 3 knives in the room. How many are there?;3;[10];36;
counting;9;125076188;Please tell me how many bowls there are somewhere in the room?;0;[7];36;
counting;9;209372639;Please tell me how many bowls are around here?;1;[7];36;
counting;9;642395158;Please tell me how many bowls there are somewhere in the room?;2;[7];36;
counting;9;316586130;Count the number of bowls in this room.;3;[7];36;
counting;9;605493428;Count the number of apples in this room.;0;[9];36;
counting;9;765088376;There are between 0 and 3 apples in the room. How many are there?;1;[9];36;
counting;9;427785474;There are between 0 and 3 apples in the room. How many are there?;2;[9];36;
counting;9;480753456;Count the number of apples in this room.;3;[9];36;
counting;9;637030498;Please tell me how many tomatoes there are somewhere in the room?;0;[6];36;
counting;9;872831829;Please tell me how many tomatoes there are somewhere in the room?;1;[6];36;
counting;9;21892129;How many tomatoes are there in the room?;2;[6];36;
counting;9;200704649;There are between 0 and 3 tomatoes in the room. How many are there?;3;[6];36;
counting;10;904734911;Count the number of forks in this room.;0;[3];36;
counting;10;828946199;There are between 0 and 3 forks in the room. How many are there?;1;[3];36;
counting;10;872317563;Count the number of forks in this room.;2;[3];36;
counting;10;989093500;Please tell me how many forks there are somewhere in the room?;3;[3];36;
counting;10;499339305;Please tell me how many plates are around here?;0;[4];36;
counting;10;662119962;Please tell me how many plates there are somewhere in the room?;1;[4];36;
counting;10;394069384;Count the number of plates in this room.;2;[4];36;
counting;10;816729531;Count the number of plates in this room.;3;[4];36;
counting;11;220154989;Please tell me how many eggs are around here?;0;[5];36;
counting;11;680168234;Count the number of eggs in this room.;1;[5];36;
counting;11;8088030;Count the number of eggs in this room.;2;[5];36;
counting;11;900663403;How many eggs are there in the room?;3;[5];36;
counting;11;906988181;Please tell me how many spoons are around here?;0;[1];36;
counting;11;22707184;How many spoons are there in the room?;1;[1];36;
counting;11;268847894;How many spoons are there in the room?;2;[1];36;
counting;11;502869188;How many spoons are there in the room?;3;[1];36;
counting;11;16742230;How many plates are there in the room?;0;[4];36;
counting;11;726929376;How many plates are there in the room?;1;[4];36;
counting;11;503538125;Please tell me how many plates are around here?;2;[4];36;
counting;11;467980143;Count the number of plates in this room.;3;[4];36;
counting;14;370726934;There are between 0 and 3 potatoes in the room. How many are there?;0;[2];36;
counting;14;51540633;Please tell me how many potatoes are around here?;1;[2];36;
counting;14;509758312;Please tell me how many potatoes there are somewhere in the room?;2;[2];36;
counting;14;243754339;Please tell me how many potatoes there are somewhere in the room?;3;[2];36;
counting;14;334767364;There are between 0 and 3 eggs in the room. How many are there?;0;[5];36;
counting;14;463963396;How many eggs are there in the room?;1;[5];36;
counting;14;447346656;Please tell me how many eggs are around here?;2;[5];36;
counting;14;718913011;There are between 0 and 3 eggs in the room. How many are there?;3;[5];36;
counting;26;151942665;There are between 0 and 3 plates in the room. How many are there?;0;[4];36;
counting;26;797663977;Count the number of plates in this room.;1;[4];36;
counting;26;985439891;Count the number of plates in this room.;2;[4];36;
counting;26;113308436;Please tell me how many plates are around here?;3;[4];36;
counting;27;983956430;Please tell me how many apples are around here?;0;[9];36;
counting;27;434594877;Count the number of apples in this room.;1;[9];36;
counting;27;509280423;Please tell me how many apples there are somewhere in the room?;2;[9];36;
counting;27;95920462;Count the number of apples in this room.;3;[9];36;
counting;28;541634109;There are between 0 and 3 eggs in the room. How many are there?;0;[5];36;
counting;28;517432057;Count the number of eggs in this room.;1;[5];36;
counting;28;239038055;Please tell me how many eggs are around here?;2;[5];36;
counting;28;177016473;Please tell me how many eggs are around here?;3;[5];36;
counting;28;707673928;Count the number of heads of lettuce in this room.;0;[8];36;
counting;28;914558930;Count the number of heads of lettuce in this room.;1;[8];36;
counting;28;664277699;There are between 0 and 3 heads of lettuce in the room. How many are there?;2;[8];36;
counting;28;85177289;Count the number of heads of lettuce in this room.;3;[8];36;
counting;29;219187409;Please tell me how many bowls are around here?;0;[7];36;
counting;29;624839736;How many bowls are there in the room?;1;[7];36;
counting;29;310527134;Count the number of bowls in this room.;2;[7];36;
counting;29;652832411;Please tell me how many bowls there are somewhere in the room?;3;[7];36;
